student_id,name,age,gender,batch,domain,attendance_pct,assignment_score,project_score,quiz_score,mock_interview_score,communication_score,hackathons_participated,github_commits,certifications,internship_during_course,backlogs,placement_status,salary_lpa,company_tier
STU02717,Nikita Varma,21,Female,2022,QA,40.0,20.0,26.9,15.0,1.0,3.5,0,16,2,0,2,No Job,0.0,Not Placed
STU02718,Ruchi Dutta,27,Male,2022,Data Science,64.5,47.8,47.5,44.3,3.6,3.3,0,35,1,0,2,No Job,0.0,Not Placed
STU02719,Kavya Joshi,26,Male,2022,MERN,45.4,20.0,20.0,15.0,2.7,1.0,1,51,3,0,1,No Job,0.0,Not Placed
STU02720,Sourabh Singh,20,Male,2024,Data Science,59.9,51.7,25.2,28.2,6.8,4.4,1,0,1,1,0,Job,5.57,Tier 2
STU02721,Aditya Nair,23,Female,2023,Data Science,69.0,61.0,58.6,73.5,4.7,7.5,4,129,4,0,0,Job,7.85,Tier 2
STU02722,Nandini Mehta,22,Male,2023,Cybersecurity,50.5,48.6,43.2,43.0,4.3,4.1,0,82,0,0,2,No Job,0.0,Not Placed
STU02723,Sourabh Gandhi,23,Male,2022,QA,81.1,72.7,57.3,72.4,7.0,6.5,3,190,0,0,0,Internship,0.89,Tier 2
STU02724,Rohit Arora,21,Male,2023,Data Science,60.4,44.0,34.1,49.9,5.1,3.9,2,108,0,0,0,No Job,0.0,Not Placed
STU02725,Kajal Singh,19,Male,2023,DevOps,69.7,59.0,56.3,65.2,5.3,5.7,2,132,1,0,0,Internship,1.08,Tier 2
STU02726,Pranav Sharma,26,Female,2024,Figma Designer,61.4,43.6,33.6,38.8,3.9,4.3,0,82,1,0,0,No Job,0.0,Not Placed
STU02727,Mohit Mehta,27,Female,2024,QA,60.0,52.9,61.2,51.5,5.4,4.9,1,107,1,0,0,Internship,1.81,Tier 3
STU02728,Ritesh Chopra,26,Male,2023,DevOps,62.3,52.0,47.3,50.9,5.2,3.9,1,67,0,0,3,No Job,0.0,Not Placed
STU02729,Vikas Srivastava,22,Male,2023,QA,73.4,67.5,60.2,53.2,6.5,5.5,2,129,0,1,0,Job,5.01,Tier 3
STU02730,Krishna Kaur,20,Female,2023,DevOps,82.3,65.4,50.2,58.4,6.5,5.2,1,80,2,0,0,Job,7.19,Tier 2
STU02731,Avni Chopra,22,Male,2024,Data Science,90.2,90.6,85.5,83.7,6.0,5.3,5,253,0,1,0,Job,9.12,Tier 1
STU02732,Geeta Srivastava,27,Female,2022,Data Science,57.7,47.2,58.6,50.6,5.7,5.9,0,61,4,0,1,No Job,0.0,Not Placed
STU02733,Shreya Pillai,27,Male,2023,Data Science,68.1,71.6,58.7,72.8,5.8,6.0,1,133,2,1,0,Job,7.67,Tier 2
STU02734,Sahil Joshi,23,Male,2024,MERN,49.6,31.0,25.5,29.4,1.8,4.2,2,76,3,0,1,No Job,0.0,Not Placed
STU02735,Naman Goyal,23,Female,2022,Figma Designer,80.1,66.5,53.9,74.0,6.4,6.2,1,118,0,1,0,No Job,0.0,Not Placed
STU02736,Lalit Varma,21,Male,2022,QA,62.3,54.6,51.4,56.2,4.6,3.8,4,166,1,1,2,No Job,0.0,Not Placed
STU02737,Amit Goyal,24,Male,2023,DevOps,40.0,20.0,20.0,15.0,2.7,3.8,3,12,1,1,3,No Job,0.0,Not Placed
STU02738,Lakshmi Mishra,25,Male,2022,DevOps,55.6,44.6,36.4,42.3,3.7,4.2,3,117,2,0,0,No Job,0.0,Not Placed
STU02739,Mira Khanna,27,Other,2023,MERN,46.7,29.5,20.0,32.4,3.0,4.1,1,0,2,0,0,No Job,0.0,Not Placed
STU02740,Seema Desai,25,Female,2023,Cybersecurity,50.5,35.0,37.0,37.2,4.6,3.2,1,95,2,0,0,No Job,0.0,Not Placed
STU02741,Jyoti Joshi,21,Male,2023,QA,68.0,55.8,51.4,51.2,4.4,5.2,1,128,1,1,0,Internship,0.97,Tier 3
STU02742,Kajal Trivedi,25,Female,2022,MERN,67.6,59.6,49.4,46.8,5.8,6.5,0,45,3,0,3,No Job,0.0,Not Placed
STU02743,Sahil Rao,19,Male,2024,Data Science,69.2,64.9,67.0,65.9,5.0,6.5,4,169,0,1,3,Job,7.57,Tier 2
STU02744,Neha Chopra,20,Male,2022,Cybersecurity,52.5,20.5,20.0,15.0,1.4,1.6,0,0,0,0,1,No Job,0.0,Not Placed
STU02745,Ruchi Rao,22,Female,2024,DevOps,69.3,63.6,70.0,78.2,7.1,6.7,3,156,1,1,0,Internship,2.17,Tier 3
STU02746,Sourabh Joshi,25,Female,2022,MERN,64.4,55.5,58.2,63.4,5.5,4.9,0,56,3,0,0,Job,6.0,Tier 2
STU02747,Vaibhav Dutta,27,Male,2023,Cybersecurity,57.0,35.7,32.9,37.9,5.4,2.9,1,47,1,0,0,No Job,0.0,Not Placed
STU02748,Maya Gupta,23,Male,2022,DevOps,64.9,58.5,57.7,45.5,4.0,4.6,1,133,2,1,0,No Job,0.0,Not Placed
STU02749,Pooja Trivedi,26,Male,2022,MERN,85.5,89.5,99.0,97.5,8.2,7.5,1,262,1,1,0,No Job,0.0,Not Placed
STU02750,Sourabh Patel,25,Female,2022,MERN,72.9,70.3,77.4,82.4,7.2,6.8,0,157,4,0,0,Job,7.45,Tier 2
STU02751,Asha Dubey,23,Female,2023,DevOps,78.3,77.3,85.5,88.2,8.2,6.1,0,156,0,0,0,Job,7.78,Tier 2
STU02752,Tanvi Chawla,21,Female,2023,Figma Designer,73.9,49.3,46.4,51.1,6.1,4.8,5,135,0,1,0,No Job,0.0,Not Placed
STU02753,Vikas Roy,21,Female,2022,Figma Designer,78.3,73.2,76.0,71.1,7.0,5.4,3,133,0,1,0,Job,6.41,Tier 2
STU02754,Avni Singh,24,Female,2024,Figma Designer,81.6,90.9,76.4,80.2,7.0,6.4,1,127,0,0,1,Job,5.85,Tier 2
STU02755,Seema Dixit,22,Female,2022,Cybersecurity,50.8,51.7,22.9,44.0,3.7,4.5,0,21,3,0,0,No Job,0.0,Not Placed
STU02756,Ishaan Ghosh,21,Male,2023,DevOps,79.1,78.1,85.0,83.2,6.6,5.0,1,171,1,0,0,No Job,0.0,Not Placed
STU02757,Uday Joshi,22,Male,2022,Cybersecurity,74.0,61.5,67.5,57.3,7.1,5.1,1,68,1,0,0,Job,7.85,Tier 2
STU02758,Aditya Shukla,21,Male,2023,Figma Designer,50.8,46.8,39.6,44.9,4.7,3.9,0,54,1,0,0,No Job,0.0,Not Placed
STU02759,Kavya Chopra,24,Male,2024,MERN,61.5,58.7,58.8,58.9,5.6,5.8,2,124,2,0,2,Internship,1.89,Tier 3
STU02760,Kavya Verma,25,Female,2023,DevOps,75.5,91.6,75.8,86.4,6.6,5.5,1,186,1,1,0,No Job,0.0,Not Placed
STU02761,Nandini Khanna,22,Female,2022,Cybersecurity,77.0,59.6,50.1,51.8,3.7,5.8,5,127,2,1,0,No Job,0.0,Not Placed
STU02762,Vanshika Dubey,21,Male,2022,Cybersecurity,85.1,71.1,63.0,68.3,5.5,5.0,2,138,3,1,0,Job,7.77,Tier 2
STU02763,Vineeta Chopra,21,Female,2024,MERN,50.2,37.4,36.4,41.9,3.9,3.8,3,118,1,1,0,No Job,0.0,Not Placed
STU02764,Sonam Pillai,21,Male,2022,DevOps,49.1,40.4,27.9,38.9,3.9,3.7,1,31,0,0,1,No Job,0.0,Not Placed
STU02765,Nandini Dixit,27,Male,2023,QA,51.9,34.2,23.3,29.8,4.6,3.5,1,45,0,0,1,No Job,0.0,Not Placed
STU02766,Karishma Nair,21,Female,2022,DevOps,62.3,49.0,47.0,52.9,4.6,4.2,1,71,1,1,1,Job,7.43,Tier 2
STU02767,Maya Sharma,21,Male,2022,QA,68.6,58.7,44.0,61.9,4.7,4.4,0,77,2,1,2,Job,5.7,Tier 2
STU02768,Ankit Rastogi,26,Male,2022,MERN,58.5,44.5,32.7,20.6,1.3,2.0,2,73,3,0,2,No Job,0.0,Not Placed
STU02769,Kabir Shukla,22,Female,2024,Figma Designer,81.4,82.2,79.6,74.4,6.9,7.8,1,202,1,0,0,Job,6.74,Tier 2
STU02770,Divya Kaur,25,Female,2024,DevOps,86.6,80.7,76.3,71.4,5.4,6.3,0,139,3,1,0,Job,7.44,Tier 2
STU02771,Akash Rao,21,Female,2023,Cybersecurity,75.9,68.3,65.1,84.4,6.4,7.2,0,93,1,0,0,Job,6.79,Tier 2
STU02772,Sakshi Singh,26,Male,2022,Data Science,72.8,54.6,58.4,60.1,6.6,6.0,0,122,2,0,0,Job,8.51,Tier 1
STU02773,Seema Khanna,21,Male,2023,Data Science,54.7,56.4,45.1,39.3,3.5,4.9,1,81,1,1,0,No Job,0.0,Not Placed
STU02774,Bhavna Arora,23,Other,2023,Cybersecurity,46.3,20.0,20.0,21.5,3.5,5.0,3,110,1,0,0,No Job,0.0,Not Placed
STU02775,Harsha Dubey,19,Male,2023,MERN,80.8,60.8,53.5,63.0,5.6,6.1,0,38,3,0,0,Job,5.44,Tier 3
STU02776,Sneha Rastogi,23,Female,2022,DevOps,79.8,70.4,67.3,80.5,5.3,5.9,1,107,3,1,2,No Job,0.0,Not Placed
STU02777,Pankaj Bhatt,24,Male,2024,Data Science,61.8,43.4,42.7,39.7,4.8,4.2,1,71,3,0,0,Job,6.49,Tier 2
STU02778,Pooja Singh,25,Female,2023,QA,42.4,33.3,27.8,37.6,3.9,4.6,1,62,0,1,0,No Job,0.0,Not Placed
STU02779,Anish Srivastava,20,Female,2024,QA,56.6,40.5,36.7,39.0,5.1,5.1,0,27,2,0,1,No Job,0.0,Not Placed
STU02780,Vineeta Kumar,20,Male,2022,Data Science,67.6,70.0,67.3,67.3,5.5,6.1,1,118,1,0,1,No Job,0.0,Not Placed
STU02781,Tarun Verma,27,Female,2022,Cybersecurity,72.3,68.7,65.4,60.1,7.0,5.6,1,88,0,0,0,Internship,1.89,Tier 3
STU02782,Yash Khanna,19,Male,2022,QA,82.3,79.9,98.6,85.9,6.7,6.6,3,125,0,0,0,No Job,0.0,Not Placed
STU02783,Ashish Agarwal,20,Female,2024,Cybersecurity,67.2,56.2,49.9,39.9,4.3,6.1,0,76,2,0,0,Internship,1.38,Tier 3
STU02784,Suresh Rao,20,Female,2023,MERN,58.6,39.1,24.6,43.5,4.2,4.3,3,108,1,0,2,No Job,0.0,Not Placed
STU02785,Vidya Trivedi,25,Male,2024,Cybersecurity,67.4,47.0,56.7,45.5,5.7,3.7,2,98,1,0,1,No Job,0.0,Not Placed
STU02786,Mira Roy,24,Female,2024,Data Science,50.9,29.6,29.3,37.4,2.7,3.5,3,35,0,1,0,No Job,0.0,Not Placed
STU02787,Anil Kaur,27,Male,2023,MERN,70.1,75.9,81.0,70.6,6.1,5.3,4,191,2,1,0,Internship,2.38,Tier 3
STU02788,Ankit Malhotra,25,Male,2023,MERN,50.5,33.5,20.9,25.1,4.2,4.4,2,105,0,0,0,No Job,0.0,Not Placed
STU02789,Manisha Iyer,21,Female,2024,DevOps,53.6,46.0,36.1,44.6,2.3,4.0,4,132,0,0,0,No Job,0.0,Not Placed
STU02790,Riya Srivastava,21,Male,2023,Data Science,68.2,62.4,59.8,65.2,7.6,7.7,0,127,0,0,0,Job,7.47,Tier 2
STU02791,Ashish Ghosh,19,Female,2023,Figma Designer,93.0,94.0,84.4,83.1,7.2,7.3,0,149,1,1,0,Job,5.76,Tier 2
STU02792,Vidya Ghosh,26,Male,2023,MERN,91.5,100.0,100.0,86.8,8.1,9.5,0,209,2,1,0,Job,9.37,Tier 1
STU02793,Ruchi Sinha,19,Male,2024,Data Science,45.0,33.1,20.0,32.2,4.2,5.3,3,52,1,0,0,No Job,0.0,Not Placed
STU02794,Ankit Gupta,20,Male,2023,DevOps,68.7,77.9,65.5,69.5,5.8,5.5,0,98,1,1,2,Internship,1.31,Tier 3
STU02795,Ishaan Desai,25,Male,2024,MERN,74.1,54.1,51.8,48.6,4.5,6.2,3,96,0,0,3,No Job,0.0,Not Placed
STU02796,Kavya Joshi,19,Female,2022,DevOps,60.8,49.2,42.4,26.5,5.4,5.0,1,84,1,0,1,Internship,0.86,Tier 3
STU02797,Shreya Mishra,22,Female,2023,MERN,57.3,52.4,52.3,44.7,5.0,6.0,3,92,3,1,0,Internship,0.9,Tier 2
STU02798,Sanjana Iyer,27,Female,2022,Data Science,42.3,36.2,34.3,23.9,1.8,2.7,3,32,1,0,1,No Job,0.0,Not Placed
STU02799,Rohit Goyal,26,Male,2022,MERN,79.7,75.6,80.4,75.8,6.7,7.2,2,166,0,0,0,Job,7.88,Tier 2
STU02800,Ravi Dutta,26,Female,2024,DevOps,40.0,20.0,20.0,15.0,2.0,3.5,5,50,3,0,2,No Job,0.0,Not Placed
STU02801,Kunal Singh,21,Female,2024,Data Science,64.8,53.3,50.0,40.8,4.5,6.3,2,88,1,1,0,Job,6.76,Tier 2
STU02802,Saloni Chawla,23,Male,2024,QA,77.4,91.9,85.9,85.0,7.1,5.7,0,165,2,1,0,Internship,2.07,Tier 3
STU02803,Tarun Iyer,22,Female,2024,Cybersecurity,54.7,57.6,54.6,56.4,3.3,5.2,5,167,1,1,0,Job,6.51,Tier 2
STU02804,Aryan Sinha,26,Female,2022,Cybersecurity,68.3,54.8,36.0,48.0,5.1,4.7,2,78,3,0,3,No Job,0.0,Not Placed
STU02805,Priya Malhotra,25,Male,2022,DevOps,71.5,47.7,45.2,38.9,3.7,5.0,1,90,0,0,1,No Job,0.0,Not Placed
STU02806,Surbhi Srivastava,25,Female,2023,Cybersecurity,75.3,65.2,68.0,61.4,6.7,7.8,1,124,1,0,2,No Job,0.0,Not Placed
STU02807,Ankit Yadav,25,Male,2024,Figma Designer,71.2,51.3,41.9,43.1,4.1,5.2,2,117,2,0,1,No Job,0.0,Not Placed
STU02808,Sahil Shukla,19,Male,2022,Data Science,66.1,58.3,51.8,49.1,4.7,5.6,2,112,1,1,0,No Job,0.0,Not Placed
STU02809,Amar Jain,25,Male,2024,Data Science,59.5,69.1,56.6,59.8,7.4,6.7,3,146,1,0,0,No Job,0.0,Not Placed
STU02810,Rohit Mehta,22,Female,2023,Data Science,72.8,60.7,50.9,57.0,5.2,6.3,0,110,1,0,0,Internship,1.33,Tier 3
STU02811,Anushka Rao,21,Male,2024,Data Science,55.6,56.4,32.5,41.3,3.9,4.0,4,118,1,0,3,No Job,0.0,Not Placed
STU02812,Mohit Batra,23,Male,2023,Data Science,42.4,34.9,27.0,32.3,2.8,3.1,0,51,1,0,2,No Job,0.0,Not Placed
STU02813,Karishma Chopra,20,Female,2023,Cybersecurity,55.0,45.0,31.4,31.0,5.2,4.9,1,44,2,0,0,No Job,0.0,Not Placed
STU02814,Dev Gandhi,26,Female,2024,DevOps,74.3,80.9,80.0,77.2,5.5,6.4,0,134,3,0,1,No Job,0.0,Not Placed
STU02815,Ishaan Singh,27,Female,2024,Figma Designer,66.8,54.1,56.4,41.5,5.9,4.3,1,101,1,1,0,Internship,1.92,Tier 3
STU02816,Parth Singh,23,Male,2022,MERN,56.9,36.0,29.5,34.7,2.0,3.0,2,70,2,0,1,Job,4.37,Tier 3
STU02817,Sneha Pillai,21,Female,2024,MERN,65.9,48.2,31.0,39.2,2.7,4.3,1,32,1,0,2,No Job,0.0,Not Placed
STU02818,Prateek Nair,25,Male,2024,Figma Designer,76.4,72.0,74.0,72.2,5.7,6.9,0,131,2,0,0,Job,5.91,Tier 2
STU02819,Aditya Yadav,19,Male,2022,QA,59.1,55.1,48.4,55.2,4.8,6.0,1,91,2,1,3,No Job,0.0,Not Placed
STU02820,Tanvi Goyal,21,Female,2022,DevOps,45.0,22.9,20.0,16.8,3.9,3.7,1,15,1,0,0,No Job,0.0,Not Placed
STU02821,Bhavna Rastogi,27,Female,2023,DevOps,51.5,41.0,38.1,36.1,3.5,2.9,3,112,1,0,0,No Job,0.0,Not Placed
STU02822,Karan Chopra,20,Female,2023,QA,90.3,78.1,77.1,63.7,6.8,5.8,1,102,1,1,1,Internship,0.91,Tier 3
STU02823,Rajni Chauhan,27,Female,2024,DevOps,58.7,43.2,35.6,39.3,3.7,2.9,1,85,1,0,1,No Job,0.0,Not Placed
STU02824,Rohan Rastogi,19,Female,2022,Data Science,89.0,84.8,81.9,90.6,7.6,8.6,4,201,3,0,0,Internship,1.48,Tier 3
STU02825,Tarun Dixit,22,Male,2023,QA,90.7,84.3,94.9,75.0,8.2,5.3,3,175,1,1,0,Internship,0.81,Tier 3
STU02826,Aditya Dutta,24,Male,2023,DevOps,88.2,74.2,75.8,73.7,7.4,7.0,0,134,3,0,0,No Job,0.0,Not Placed
STU02827,Maya Rao,25,Female,2022,Data Science,71.2,66.0,52.3,55.1,6.1,6.5,1,155,0,0,0,Job,7.62,Tier 2
STU02828,Sonam Bhatt,21,Male,2023,DevOps,73.2,67.1,64.6,69.1,4.6,6.9,3,167,1,0,0,Internship,1.91,Tier 3
STU02829,Pankaj Malhotra,27,Female,2022,MERN,61.5,52.7,36.2,57.2,4.4,6.9,2,129,0,1,0,Internship,2.4,Tier 3
STU02830,Khushi Rao,22,Female,2022,QA,57.0,58.7,32.6,49.5,5.1,4.4,2,78,1,0,0,Job,5.49,Tier 3
STU02831,Sanjana Joshi,23,Male,2023,Data Science,58.3,37.2,34.9,35.0,3.4,3.6,0,32,4,0,1,No Job,0.0,Not Placed
STU02832,Vaibhav Kaur,26,Female,2024,QA,81.0,59.9,45.0,51.4,4.5,3.4,1,92,2,0,2,No Job,0.0,Not Placed
STU02833,Akash Gandhi,21,Female,2022,DevOps,60.4,37.6,20.0,26.0,2.7,4.1,2,4,0,0,1,No Job,0.0,Not Placed
STU02834,Lakshmi Trivedi,26,Female,2023,MERN,65.2,56.9,46.8,55.1,5.9,4.4,1,113,2,0,0,Internship,1.85,Tier 2
STU02835,Zara Joshi,19,Male,2022,Data Science,45.2,29.7,23.0,34.5,3.9,4.7,1,24,1,0,1,No Job,0.0,Not Placed
STU02836,Rohit Gupta,26,Male,2022,Cybersecurity,53.0,44.9,31.0,32.5,4.7,3.7,2,103,2,0,0,No Job,0.0,Not Placed
STU02837,Mohit Sharma,26,Male,2023,Figma Designer,41.9,20.0,20.0,19.4,4.1,2.9,1,0,2,0,3,No Job,0.0,Not Placed
STU02838,Swati Agarwal,24,Female,2024,MERN,55.1,38.4,33.7,47.3,2.4,5.9,1,91,0,0,0,No Job,0.0,Not Placed
STU02839,Arjun Gandhi,23,Female,2022,MERN,57.0,41.1,34.1,33.7,4.4,3.8,1,78,1,0,2,No Job,0.0,Not Placed
STU02840,Ashish Kumar,27,Male,2024,DevOps,64.2,57.8,58.8,59.1,4.4,6.1,1,134,0,1,2,No Job,0.0,Not Placed
STU02841,Nikhil Chopra,24,Female,2022,QA,78.2,70.6,68.4,69.8,7.5,4.8,0,146,0,1,0,Job,5.46,Tier 3
STU02842,Zara Mishra,19,Male,2024,Data Science,78.4,62.2,51.5,53.1,5.8,5.5,5,151,1,1,0,Internship,0.99,Tier 3
STU02843,Vinay Khanna,24,Female,2024,Cybersecurity,87.9,78.2,63.8,80.8,6.0,6.5,2,180,0,0,0,Job,7.88,Tier 2
STU02844,Lalit Chopra,19,Male,2023,Cybersecurity,72.8,63.3,70.0,71.0,6.3,5.9,0,112,0,1,0,Job,7.9,Tier 2
STU02845,Anand Mehta,24,Male,2022,MERN,85.3,71.4,85.7,68.1,7.6,7.3,0,99,2,1,0,Job,6.97,Tier 2
STU02846,Vishal Gandhi,21,Male,2023,DevOps,47.6,35.2,30.6,32.5,4.6,4.6,0,24,1,0,1,No Job,0.0,Not Placed
STU02847,Karishma Shukla,24,Female,2023,MERN,58.8,43.2,26.1,37.7,5.2,4.3,2,54,0,0,1,No Job,0.0,Not Placed
STU02848,Yogesh Nair,24,Male,2024,QA,66.7,45.5,46.4,50.1,5.1,4.5,1,109,1,1,0,Internship,1.84,Tier 2
STU02849,Shivam Goyal,19,Male,2023,Cybersecurity,49.2,30.9,31.4,33.0,3.5,3.8,1,51,1,0,0,No Job,0.0,Not Placed
STU02850,Abhinav Iyer,27,Male,2023,DevOps,69.6,58.1,68.3,45.5,3.9,5.8,2,111,2,0,2,No Job,0.0,Not Placed
STU02851,Ashish Pillai,26,Male,2024,MERN,49.4,31.0,28.2,30.5,4.0,3.4,2,75,3,0,2,No Job,0.0,Not Placed
STU02852,Vaibhav Gandhi,20,Female,2024,MERN,52.0,41.3,27.0,34.3,2.7,3.5,2,71,3,0,1,No Job,0.0,Not Placed
STU02853,Surbhi Patel,20,Female,2023,QA,69.4,76.9,54.2,51.4,5.5,4.3,0,82,0,0,0,Internship,1.99,Tier 3
STU02854,Vineeta Pillai,23,Male,2024,DevOps,73.5,75.9,79.5,82.3,8.8,7.0,3,178,1,0,0,No Job,0.0,Not Placed
STU02855,Sakshi Gandhi,20,Male,2023,DevOps,63.5,60.2,45.6,52.6,5.6,6.8,0,67,1,0,0,No Job,0.0,Not Placed
STU02856,Krishna Kapoor,19,Male,2023,DevOps,62.4,59.3,58.9,49.8,4.1,5.9,2,137,2,0,0,Job,6.65,Tier 2
STU02857,Sourabh Kapoor,20,Female,2023,DevOps,63.2,50.3,47.3,54.7,3.4,4.1,0,78,0,0,1,No Job,0.0,Not Placed
STU02858,Yash Gupta,23,Female,2024,MERN,64.1,63.8,45.5,42.3,3.4,6.4,3,112,0,0,0,No Job,0.0,Not Placed
STU02859,Kavya Jain,25,Female,2023,Data Science,69.1,76.2,68.6,76.7,6.2,5.7,2,166,0,1,0,Internship,1.14,Tier 3
STU02860,Arjun Desai,23,Female,2023,Data Science,59.2,56.5,44.0,55.7,4.4,5.7,0,56,2,0,0,Job,6.62,Tier 2
STU02861,Mihir Dixit,19,Female,2023,QA,40.0,20.2,20.0,15.0,2.1,1.9,1,0,0,0,1,No Job,0.0,Not Placed
STU02862,Vikas Rao,25,Female,2023,MERN,54.0,39.4,34.4,41.9,4.7,4.8,2,70,1,0,0,No Job,0.0,Not Placed
STU02863,Mira Khanna,24,Male,2023,Data Science,60.3,57.7,55.6,58.6,5.6,6.3,0,106,1,1,0,Job,7.02,Tier 2
STU02864,Mihir Pillai,25,Female,2024,QA,55.8,43.3,44.6,50.1,4.3,3.7,0,81,4,0,0,No Job,0.0,Not Placed
STU02865,Isha Desai,20,Female,2023,Data Science,56.6,46.1,46.7,46.4,4.2,4.7,1,69,2,1,0,No Job,0.0,Not Placed
STU02866,Mohit Agarwal,23,Male,2022,Cybersecurity,48.3,41.7,36.2,40.2,3.8,5.5,4,98,1,1,1,No Job,0.0,Not Placed
STU02867,Kunal Shah,26,Female,2024,MERN,60.8,55.6,45.3,61.1,6.4,5.1,0,43,0,0,0,No Job,0.0,Not Placed
STU02868,Ritesh Roy,25,Female,2024,Data Science,92.9,78.0,78.9,85.8,6.9,6.7,1,182,1,1,0,Job,9.11,Tier 1
STU02869,Sachin Desai,24,Female,2023,MERN,52.5,55.4,39.7,56.8,3.3,4.8,3,104,0,1,0,Job,6.65,Tier 2
STU02870,Ishaan Ghosh,24,Male,2022,Data Science,92.1,95.6,100.0,94.9,7.4,6.9,1,174,0,1,0,Job,9.23,Tier 1
STU02871,Ankita Reddy,19,Female,2024,QA,61.7,62.4,65.6,51.2,7.0,5.3,0,84,1,0,3,No Job,0.0,Not Placed
STU02872,Vinay Garg,19,Male,2024,DevOps,61.3,57.8,39.3,40.8,4.1,5.8,2,81,4,0,0,No Job,0.0,Not Placed
STU02873,Neha Chopra,25,Female,2022,Data Science,89.4,84.9,72.9,57.6,6.0,5.7,4,146,1,1,2,Job,8.43,Tier 1
STU02874,Rajni Mishra,21,Female,2022,MERN,44.2,20.0,20.0,15.0,1.0,4.0,1,17,0,0,3,No Job,0.0,Not Placed
STU02875,Pankaj Dutta,24,Female,2023,DevOps,63.7,50.9,44.2,38.0,5.5,6.1,3,120,1,0,0,Job,7.09,Tier 2
STU02876,Prachi Varma,23,Male,2023,Data Science,69.2,66.6,59.9,45.4,6.5,6.2,0,82,1,1,0,No Job,0.0,Not Placed
STU02877,Vanshika Trivedi,21,Female,2022,MERN,75.6,74.9,57.2,62.1,5.5,5.2,2,144,0,0,0,Internship,1.52,Tier 3
STU02878,Pankaj Dubey,24,Male,2023,DevOps,73.7,65.2,55.7,70.3,6.4,6.1,0,96,1,0,0,Job,7.31,Tier 2
STU02879,Vaibhav Varma,21,Female,2023,QA,73.8,72.6,70.3,67.7,3.2,6.0,2,76,0,1,3,Internship,0.98,Tier 3
STU02880,Suresh Gupta,26,Female,2024,MERN,65.2,68.9,59.2,64.3,6.8,5.0,1,161,0,0,1,Job,6.08,Tier 2
STU02881,Swati Rastogi,25,Male,2023,Cybersecurity,74.2,73.3,66.0,65.8,6.0,6.0,0,125,3,0,0,Job,8.66,Tier 1
STU02882,Sonam Kapoor,27,Male,2023,QA,48.6,32.2,42.7,40.0,3.7,4.2,1,102,1,0,1,No Job,0.0,Not Placed
STU02883,Sanjana Srivastava,23,Female,2024,Data Science,73.2,65.2,65.9,73.4,6.0,8.0,2,136,0,1,0,Job,8.33,Tier 1
STU02884,Deepak Chauhan,19,Male,2022,QA,71.1,63.8,52.1,48.4,6.4,3.7,3,120,2,0,1,Job,5.03,Tier 3
STU02885,Sanjay Singh,26,Female,2022,QA,81.8,76.3,66.7,72.0,6.6,7.0,3,161,0,1,0,No Job,0.0,Not Placed
STU02886,Kajal Yadav,20,Male,2024,MERN,64.0,56.3,47.3,49.3,5.3,5.2,4,150,4,1,1,No Job,0.0,Not Placed
STU02887,Pooja Chopra,24,Male,2022,Figma Designer,60.6,59.3,49.3,47.2,5.3,6.1,3,122,4,0,0,Job,5.19,Tier 3
STU02888,Varun Shah,19,Female,2024,MERN,85.9,82.5,65.5,69.1,5.6,6.8,1,164,2,1,0,Job,7.49,Tier 2
STU02889,Anjali Kumar,24,Female,2022,MERN,76.3,72.9,88.3,65.7,5.5,7.7,3,191,4,0,0,Job,7.8,Tier 2
STU02890,Maya Kapoor,22,Female,2022,QA,59.7,50.9,40.2,57.4,5.7,4.9,2,110,1,0,0,No Job,0.0,Not Placed
STU02891,Pranav Srivastava,23,Female,2024,DevOps,68.2,52.8,47.1,57.1,4.9,4.1,2,120,1,0,1,No Job,0.0,Not Placed
STU02892,Saloni Sinha,25,Male,2023,MERN,40.0,20.0,20.0,23.5,1.8,5.0,0,0,3,0,1,No Job,0.0,Not Placed
STU02893,Gaurav Gupta,24,Female,2024,Data Science,44.2,38.7,29.3,32.1,4.9,4.1,0,33,1,0,1,No Job,0.0,Not Placed
STU02894,Amar Jain,19,Male,2022,QA,41.2,22.2,20.0,15.9,3.9,2.4,0,59,2,0,0,No Job,0.0,Not Placed
STU02895,Nandini Singh,27,Male,2022,QA,59.8,53.8,50.2,36.5,4.1,5.1,0,31,0,0,0,Internship,2.04,Tier 3
STU02896,Gaurav Arora,24,Male,2024,DevOps,51.5,37.9,31.8,50.5,4.7,4.4,1,94,1,0,0,Job,6.55,Tier 2
STU02897,Karan Shukla,24,Male,2023,Figma Designer,47.8,30.5,23.0,33.2,4.7,5.1,0,25,1,0,0,No Job,0.0,Not Placed
STU02898,Priya Kaur,27,Male,2023,MERN,45.9,41.3,28.2,26.0,3.1,4.1,0,23,0,0,2,No Job,0.0,Not Placed
STU02899,Shreya Varma,23,Male,2022,Data Science,69.1,66.1,62.6,64.4,5.3,6.9,2,144,1,0,0,Job,7.65,Tier 2
STU02900,Kabir Gandhi,24,Female,2023,Cybersecurity,46.3,25.0,21.5,21.0,3.1,3.2,1,11,1,0,0,No Job,0.0,Not Placed
STU02901,Mihir Rastogi,24,Male,2024,QA,59.1,38.9,25.7,28.5,4.4,3.0,0,36,1,0,2,No Job,0.0,Not Placed
STU02902,Sahil Tiwari,25,Male,2024,MERN,58.1,56.2,44.2,63.1,5.4,5.8,2,92,0,1,2,Job,6.32,Tier 2
